18365;14082,8619;140;100,5918
17466;14950,5401;142;105,2854
17547;15338,1488;142;108,0151
11436;15357,3821;141;108,9176
13695;15567,4579;139;111,9961
9044;15569,8372;147;105,9172
18428;15738,4907;147;107,0645
11708;15852,3786;138;114,8723
10035;16203,5272;148;109,4832
11697;16289,7341;140;116,3552
18470;16319,0351;142;114,9227
11615;16373,9741;146;112,1505
11702;16410,5258;148;110,8819
14606;16412,3996;147;111,6489
14315;16428,5519;137;119,9164
15941;16568,6105;141;117,5078
13142;16573,269;145;114,2984
15846;16613,1938;150;110,7546
16892;16637,3017;148;112,4142
17392;16694,1204;146;114,3432
11443;16719,4395;140;119,4245
15935;16763,5767;141;118,8906
15953;16792,4012;144;116,6138
13699;16880,5283;145;116,4174
13138;16883,932;147;114,8566
1237;16941,6574;156;108,6003
3528;16989,4501;154;110,3211
15902;16993,1499;140;121,3796
16895;16994,7746;147;115,6107
17438;17029,8053;151;112,7801
18362;17039,9903;146;116,7122
16839;17149,6768;142;120,7723
17695;17155,3449;144;119,1343
17407;17202,7135;150;114,6847
11533;17274,423;152;113,6475
3931;17286,8774;153;112,9861
16172;17298,07;147;117,6739
5439;17304,0029;147;117,7143
16883;17309,1456;148;116,9536
11562;17328,8268;150;115,5255
16767;17345,769;144;120,4567
2675;17347,3744;161;107,7476
9725;17370,095;147;118,1639
13079;17389,7369;154;112,9203
18398;17404,2405;154;113,0145
3809;17406,8273;156;111,5822
15942;17411,5069;150;116,0767
13013;17489,5222;146;119,7912
14455;17499,0136;158;110,7532
11608;17531,3707;152;115,3379
15356;17553,461;152;115,4832
16770;17575,5672;150;117,1704
17562;17617,2125;153;115,1451
1240;17682,127;148;119,4738
11464;17691,9844;147;120,3536
15899;17694,6539;151;117,1831
18476;17721,1294;147;120,5519
18443;17726,4963;153;115,8594
15944;17758,5014;146;121,6335
18422;17779,0829;151;117,7422
11320;17858,5984;140;127,5614
381;17858,7836;157;113,7502
11472;17870,5216;151;118,3478
15889;17905,4964;143;125,2132
2696;17908,1074;155;115,5361
16136;17953,5955;148;121,308
11568;17971,4727;156;115,2017
16781;17991,5614;158;113,8706
10913;17999,6842;152;118,4189
5562;18004,6858;157;114,6795
12905;18017,7652;145;124,2604
18446;18035,6062;153;117,8797
13089;18060,4897;152;118,819
12230;18092,9894;154;117,4869
14760;18096,934;158;114,5375
18440;18110,0878;152;119,1453
18449;18135,6929;149;121,716
14301;18156,1172;148;122,6764
18408;18204,1415;152;119,764
3552;18218,1631;156;116,783
17706;18244,1412;157;116,2047
16180;18255,3729;155;117,7765
9716;18265,8375;155;117,8441
14703;18278,952;153;119,4702
17368;18279,5133;152;120,2599
12899;18296,5569;149;122,7956
11611;18300,0956;144;127,0839
17385;18327,3618;164;111,7522
16120;18332,8541;156;117,5182
3694;18352,4759;153;119,9508
384;18357,0237;154;119,2014
16901;18363,6945;149;123,2462
16908;18377,954;151;121,7083
13083;18385,6085;150;122,5707
16007;18390,5769;155;118,6488
12223;18405,6886;154;119,5174
17428;18417,1465;153;120,3735
17748;18425,6859;156;118,1133
15896;18451,425;157;117,525
9976;18456,9011;158;116,8158
6844;18457,1572;155;119,0784
12945;18464,4191;145;127,3408
17709;18475,0768;161;114,752
14627;18520,5038;150;123,47
17477;18543,1876;161;115,175
9979;18549,2758;152;122,0347
9917;18551,1305;162;114,5131
12983;18569,3432;154;120,5801
17746;18575,2961;161;115,3745
3537;18586,4177;155;119,9123
14585;18591,0281;156;119,1732
15359;18606,3051;155;120,0406
17686;18618,9692;146;127,5271
14739;18641,7275;156;119,4982
11598;18654,4762;150;124,3631
348;18663,6471;156;119,6387
9874;18664,5555;160;116,6534
6828;18674,4162;156;119,7077
13205;18703,5113;147;127,2347
6903;18720,771;159;117,7406
6857;18737,6766;159;117,847
16126;18750,4374;156;120,1951
11399;18752,6171;162;115,7568
1228;18753,847;158;118,6952
17453;18754,718;153;122,5798
5040;18772,7708;157;119,5717
14615;18783,3352;154;121,9697
17568;18785,2858;153;122,7796
11605;18797,793;152;123,6696
11518;18824,1327;161;116,92
17533;18834,1298;156;120,7316
10090;18837,6677;159;118,4758
16833;18838,9564;153;123,1304
342;18840,314;160;117,7519
3838;18855,4919;170;110,9146
14537;18863,785;155;121,7018
5190;18902,6061;155;121,9522
8492;18903,5405;150;126,0236
12771;18914,9158;154;122,8241
10064;18940,5488;157;120,6404
338;18948,7229;158;119,9286
9920;18953,449;150;126,3563
18467;18953,6356;152;124,6949
14303;18958,5267;155;122,313
14644;18981,1012;146;130,0075
6958;18984,0246;163;116,4664
15991;18987,902;154;123,298
14582;18988,2818;148;128,2992
16858;18992,0218;153;124,1308
6994;18997,7835;167;113,7591
9860;19004,8238;153;124,2145
12935;19018,7196;160;118,8669
10006;19020,2382;149;127,6526
14320;19027,7873;158;120,429
14505;19029,1973;162;117,4641
11455;19036,4853;148;128,6249
11523;19059,1733;158;120,6276
16133;19073,5282;151;126,3147
13181;19116,0232;157;121,7581
18406;19117,8418;157;121,7696
5387;19121,7036;160;119,5106
15911;19127,8871;149;128,375
11559;19129,23;152;125,8501
13080;19135,9609;158;121,1136
12972;19142,8298;154;124,304
11381;19154,3512;156;122,7843
14573;19154,9343;151;126,8538
15982;19157,0603;157;122,0194
9895;19159,9025;156;122,8198
8281;19187,8926;163;117,7171
10091;19204,2981;151;127,1807
14664;19207,7832;156;123,1268
14548;19222,3126;157;122,4351
9177;19243,5318;153;125,7747
376;19249,7934;156;123,3961
14653;19256,0169;151;127,5232
17736;19256,3458;157;122,6518
17737;19257,4557;159;121,116
17713;19258,5315;161;119,6182
3810;19261,3018;160;120,3831
17451;19280,2513;153;126,0147
6786;19284,1115;164;117,586
350;19292,1884;156;123,6678
16143;19305,1625;166;116,2961
375;19312,7537;161;119,9549
15910;19320,1446;159;121,5103
9803;19325,2345;153;126,3087
16004;19333,0462;156;123,9297
8352;19349,2328;164;117,9831
16859;19353,8358;157;123,2728
11476;19355,129;151;128,1796
17441;19355,1625;153;126,5043
6937;19356,9806;150;129,0465
17684;19379,1976;162;119,6246
8379;19383,331;163;118,9161
16138;19393,8548;156;124,3195
17382;19411,5915;158;122,8581
10663;19419,4509;152;127,7595
16159;19419,7723;162;119,8751
11642;19420,5261;161;120,6243
15932;19427,845;158;122,961
18482;19436,2775;159;122,2407
10127;19437,5515;152;127,8786
6946;19447,0635;159;122,3085
9938;19456,2055;155;125,5239
9875;19457,0361;154;126,3443
6816;19457,2628;167;116,5105
14697;19460,1061;162;120,1241
13189;19463,0812;157;123,9686
18395;19463,3002;157;123,97
9908;19465,654;148;131,5246
18377;19468,5271;158;123,2185
16850;19479,4069;160;121,7462
1867;19482,2194;161;121,0075
3705;19492,4765;157;124,1559
3773;19494,0775;168;116,0361
14749;19496,574;159;122,6199
12929;19505,3202;149;130,9081
8446;19505,3455;152;128,3246
14686;19505,7017;156;125,0365
8382;19514,3892;161;121,2073
16823;19518,9375;153;127,5747
17740;19523,2224;155;125,9562
17469;19526,9532;156;125,1727
1868;19544,3071;157;124,486
9847;19554,3802;161;121,4557
8323;19563,2165;164;119,2879
14610;19569,3776;163;120,0575
16843;19570,231;158;123,8622
2549;19589,3866;176;111,3033
11433;19602,5991;151;129,8185
17516;19617,9389;160;122,6121
18416;19633,3314;155;126,6666
11461;19637,988;159;123,5093
14516;19643,4991;155;126,7322
339;19643,736;160;122,7733
4655;19661,6933;157;125,2337
1478;19670,491;166;118,4969
15833;19676,322;150;131,1754
8515;19676,6786;159;123,7526
18423;19677,4231;163;120,7203
16472;19677,7082;180;109,3206
10075;19678,7189;157;125,3421
2775;19693,7227;162;121,5661
12221;19699,5117;160;123,1219
